snapshot_index,time,magic_m2,final_train_nll,final_val_nll,final_kl,final_tv,steps_to_threshold,condition_id,architecture,n_sites,theta1,hidden_size,seed,snapshot_entropy
54,3.6,0.9385068540605364,1.943953890800476,1.8794902563095093,0.8351545850122439,0.5221238357470548,10.0,N6_th1.60_archmade_h48_s17,made,6,1.6,48,17,0.20205603716938028
72,4.8,0.9662531731704318,1.8780601882934571,1.9570960998535156,0.7825806620555218,0.5001295720769304,10.0,N6_th1.60_archmade_h48_s17,made,6,1.6,48,17,0.1885127597239631
90,6.0,1.0545633371986742,1.961917881965637,1.907406210899353,0.649287457404853,0.4636524491184877,10.0,N6_th1.60_archmade_h48_s17,made,6,1.6,48,17,0.182102309255429
0,0.0,1.008490162027261,1.8365626430511475,1.8706274032592773,0.7141781829547829,0.4653341049785644,10.0,N6_th1.60_archmade_h48_s23,made,6,1.6,48,23,0.22807231345757015
18,1.2,0.9350737064600487,1.8469820499420166,1.834450364112854,0.7576960720140558,0.514845289731896,10.0,N6_th1.60_archmade_h48_s23,made,6,1.6,48,23,0.15669435686493144
36,2.4,1.0444684152380752,2.049306468963623,2.0178382396698,0.7719671509884237,0.5086588540903204,9.0,N6_th1.60_archmade_h48_s23,made,6,1.6,48,23,0.18582664395060175
54,3.6,0.9385068540605364,1.8247752857208253,1.86606764793396,0.7377873630163513,0.4987936655836585,9.0,N6_th1.60_archmade_h48_s23,made,6,1.6,48,23,0.20205603716938028
72,4.8,0.9662531731704318,1.9471081066131593,2.0762388706207275,0.8480964327281852,0.5288354530290772,11.0,N6_th1.60_archmade_h48_s23,made,6,1.6,48,23,0.1885127597239631
90,6.0,1.0545633371986742,2.2121597003936766,2.2943356037139893,0.9312173868674046,0.551814994194135,13.0,N6_th1.60_archmade_h48_s23,made,6,1.6,48,23,0.182102309255429
0,0.0,1.008490162027261,2.0247662115097045,1.9507883787155151,0.8087293123600378,0.5259981695271252,11.0,N6_th1.60_archmade_h48_s29,made,6,1.6,48,29,0.22807231345757015
18,1.2,0.9350737064600487,1.9286848831176757,1.913084626197815,0.8047525010247613,0.5276883788773588,11.0,N6_th1.60_archmade_h48_s29,made,6,1.6,48,29,0.15669435686493144
36,2.4,1.0444684152380752,2.1097803688049317,2.172788381576538,0.8556893618813286,0.5392526203035568,12.0,N6_th1.60_archmade_h48_s29,made,6,1.6,48,29,0.18582664395060175
54,3.6,0.9385068540605364,1.939028115272522,1.8810588121414185,0.84035452001772,0.5233833592883452,8.0,N6_th1.60_archmade_h48_s29,made,6,1.6,48,29,0.20205603716938028
72,4.8,0.9662531731704318,1.7984002685546876,1.7450295686721802,0.6813493803932287,0.46354960890839847,8.0,N6_th1.60_archmade_h48_s29,made,6,1.6,48,29,0.1885127597239631
90,6.0,1.0545633371986742,2.1157758903503416,2.1249711513519287,0.8551588682833084,0.5419668755075675,11.0,N6_th1.60_archmade_h48_s29,made,6,1.6,48,29,0.182102309255429
0,0.0,1.0084901620272682,1.8309973526000975,1.8177850246429443,0.6738352574093951,0.4634912854968941,9.0,N6_th2.00_archmade_h48_s11,made,6,2.0,48,11,0.2280723134575696
18,1.2,0.9146007288323208,1.7379932117462158,1.7403113842010498,0.6519004670627285,0.4552399935430733,9.0,N6_th2.00_archmade_h48_s11,made,6,2.0,48,11,0.1408822623690095
36,2.4,1.063163937015629,2.0974954414367675,2.059349536895752,0.7759522773141471,0.5234605099217027,12.0,N6_th2.00_archmade_h48_s11,made,6,2.0,48,11,0.1867823748063163
54,3.6,0.9125087825727354,1.7759961462020875,1.6926281452178955,0.6846328977487619,0.4680139429115632,7.0,N6_th2.00_archmade_h48_s11,made,6,2.0,48,11,0.19290423191568273
72,4.8,0.9751011728178831,1.9486277770996094,1.9773790836334229,0.8415242693826721,0.5260198104891759,10.0,N6_th2.00_archmade_h48_s11,made,6,2.0,48,11,0.19579093751309315
90,6.0,1.0523714152575945,2.1830403900146482,2.1835086345672607,0.8717993989800639,0.5456225987804981,14.0,N6_th2.00_archmade_h48_s11,made,6,2.0,48,11,0.1881153305116463
0,0.0,1.0084901620272682,1.8355655288696289,1.7528109550476074,0.6696176797072763,0.46828273447360924,9.0,N6_th2.00_archmade_h48_s17,made,6,2.0,48,17,0.2280723134575696
